Gene stable ID,drug_claim_name,drug_target_genes,genes_PPI1
ENSG00000134460,"#EF-2#FLUTAMIDE#IL-2 GENE#SHO-SAIKO-TO#INTERLEUKIN-2 EXPRESSING PLASMID#LENTINAN#R24#LMB-2#DACLIZUMAB#METHIMAZOLE#BNZ-1#Basiliximab#denileukin diftitox#DACLIZUMAB#AUTOLOGOUS TUMOR CELLS#13-CIS RETINOIC ACID#TOTAL PARENTERAL NUTRITION#5-FLUOROURACIL#TPN#DIDEOXYINOSINE#DAC#Denileukin Diftitox#HUMAN CHORIONIC GONADOTROPIN#CHINESE HERBS#INTERLEUKIN 2#ALDESLEUKIN#BASILIXIMAB#THYMOSIN FRACTION 5#ANTITUBERCULOSIS#HORMONES#PROPYLTHIOURACIL#Inolimomab#MEGESTROL ACETATE#ANTI-TAC 90 Y-HAT#2-CDA#DNCB#CHT-25#DINITROCHLOROBENZENE#6-MP#BECLOMETHASONE DIPROPIONATE#DEXTRAN SULFATE#TXP#CETIRIZINE#LMB-2#BRYOSTATIN#THEOPHYLLINE#ALDESLEUKIN#DENILEUKIN DIFTITOX#IL-2#ALDESLEUKIN#TAXOL#INOLIMOMAB#CAMIDANLUMAB TESIRINE#ATORVASTATIN#ANTISERUM#PROGESTERONE#RFT-5.dgA#INTERLEUKIN-2#L-778,123#HEPATITIS B VACCINE#INTERFERON BETA-1B#GARLIC#BASILIXIMAB#BASILIXIMAB#DACLIZUMAB#DENILEUKIN DIFTITOX#THYROXINE#Denileukin diftitox#IL-2#CAFFEINE#VERAPAMIL#METHYLPREDNISOLONE#STAUROSPORINE",,",ENSG00000127507,ENSG00000275700,ENSG00000108590,ENSG00000150779"
ENSG00000134470,#BNZ-1#ALT-803#RECOMBINANT HUMAN INTERLEUKIN-15,,",ENSG00000127507,ENSG00000150779"
ENSG00000134539,#adalimumab#etanercept#certolizumab pegol#methotrexate#glucocorticoids#infliximab,,",ENSG00000151025"
ENSG00000134571,#Omecamtiv mecarbil,,",ENSG00000154889"
ENSG00000134640,#MELATONIN#MELATONIN#RAMELTEON#PD-6735#VLB-01#AGOMELATINE#RAMELTEON#Ramelteon#AGOMELATINE#MELATONIN#TASIMELTEON#PIROMELATINE#TASIMELTEON#Tasimelteon#RAMELTEON,,",ENSG00000165731,ENSG00000276903"
ENSG00000134716,#terfenadine#tacrolimus#astemizole#amiodarone#albendazole#diclofenac#thioridazine#mesoridazine#nabumetone#danazol,,",ENSG00000106689,ENSG00000213221"
ENSG00000134760,#PD-98059,,",ENSG00000130287"
ENSG00000134780,#PMID29053063-Compound-15#ORLISTAT,,",ENSG00000128607,ENSG00000165516,ENSG00000103363,ENSG00000162378,ENSG00000124702,ENSG00000100387,ENSG00000185686,ENSG00000169018,ENSG00000005981,ENSG00000232423,ENSG00000173163,ENSG00000141965,ENSG00000145780,ENSG00000108094,ENSG00000160445,ENSG00000204501,ENSG00000170836,ENSG00000142192"
ENSG00000134817,#AMG 986#APELIN,,",ENSG00000276903"
ENSG00000134852,#salbutamol,,",ENSG00000100836,ENSG00000242110,ENSG00000164047"
ENSG00000134853,#ILORASERTIB#LINIFANIB#AZD-1152-HQPA#LINIFANIB#DOVITINIB#IMC-3G3#PLATELET-DERIVED GROWTH FACTOR (PDGF)#Pyridine derivative 21#Pyridine derivative 22#DASATINIB#TAK-593#TAMATINIB#ILORASERTIB#DASATINIB#RG-1530#CYC-116#AG-1879#CENISERTIB#Regorafenib#SUNITINIB MALATE#Sunitinib#SORAFENIB#X-82#REGORAFENIB#SUNITINIB#XL-820#CP-868596#QUIZARTINIB#ZM-447439#BECAPLERMIN#CRENOLANIB#SUNITINIB#PDGF-BB#AVAPRITINIB#SERALUTINIB#Imatinib#DNDI1417467#TAE-684#TANDUTINIB#NINTEDANIB#avapritinib#MEDI-575#LENVATINIB#TELATINIB#IMATINIB#MEDI-575#NINTEDANIB#VATALANIB#DOVITINIB#OLARATUMAB#Pyridine derivative 19#PMID28460551-Compound-1#DASATINIB#PONATINIB#PD-0166285#CEDIRANIB#Dasatinib#PAZOPANIB HYDROCHLORIDE#FORETINIB#PAZOPANIB#Sorafenib#Sunitinib#REGORAFENIB#XL-820#XL-999#CRENOLANIB#SORAFENIB TOSYLATE#SUNITINIB#SUNITINIB#MOTESANIB#X-82#NINTEDANIB ESYLATE#ORANTINIB#TOVETUMAB#Imatinib#DCC-2618#IMATINIB#FAMITINIB#DOVITINIB#VATALANIB#olaratumab#PONATINIB#VATALANIB#ENMD-2076#PAZOPANIB#MIDOSTAURIN#PAZOPANI#MIDOSTAURIN#SU-014813#CRENOLANIB#VANDETANIB#BARASERTIB#SORAFENIB#BECAPLERMIN#MOTESANIB#BECAPLERMIN#SORAFENIB#RAMUCIRUMAB#MOTESANIB#ENMD-981693#Imatinib#TANDUTINIB#AMUVATINIB#VARGATEF#Famitinib#AVAPRITINIB#OSI-632#MASITINIB#AMUVATINIB#NILOTINIB#IMATINIB#CEDIRANIB#AST-487#Olaratumab#Dasatinib#Pyridine derivative 18#Pyridine derivative 20#Olaratumab#PAZOPANIB#PAZOPANIB#E-10030#XL820#Romiplostim#Crenolanib#SUNITINIB#RAMUCIRUMAB#CRENOLANIB#REGORAFENIB#Imatinib#RIPRETINIB#NINTEDANIB#MEDI-575#MASITINIB#AXITINIB#AMUVATINIB#BLU-285#E-3810#MP470#RIPRETINIB#MASITINIB#IMATINIB#IMATINIB,,",ENSG00000184724,ENSG00000170037"
ENSG00000134899,#platinum,,",ENSG00000111087"
ENSG00000134962,#PEGBELFERMIN#FAZPILODEMAB#NGM313#ALDAFERMIN#ethanol,,",ENSG00000141522,ENSG00000108349,ENSG00000166136,ENSG00000121410"
ENSG00000134982,#ICG-001#StAx-35#Vandetanib#CCT070535#iCRT-3#iCRT-5#Niclosamide#BMS-906024#Abiraterone#XAV939#G007-LK#CCT036477#CCT031374#JW74#NVP-TNKS656#HISTONE DEACETYLASE INHIBITOR#Pyrvinium#STP1002#Erlotinib#TRIIODOTHYRONINE#Sulindac#PKF115-584#CGP049090#FH535#MF tricyclic#Nirogacestat#PKF118-310#NC043#iCRT-14#JW67#K-756#Sirolimus#5-AZA-2&APOS;-DEOXYCYTIDINE#Enzalutamide#Dasatinib#Celecoxib#TetMYB#TASIN-1#JW55#IWR-1#G-631#Dactolisib#G007-LK#JW55#NSAID#Ibuprofen#Binimetinib#Vinorelbine#DIFLUOROMETHYLORNITHINE#Vantictumab,,",ENSG00000099203,ENSG00000132963"
ENSG00000135002,#escitalopram#citalopram,,",ENSG00000197697,ENSG00000167419"
ENSG00000135047,#PMID27998201-Compound-19#BORTEZOMIB#PMID27998201-Compound-5#PMID27998201-Compound-7#HORMONES#PMID25399719-Compound-17#Phenylalanine derivative 1#PMID27998201-Compound-1#PMID27998201-Compound-12#PMID27998201-Compound-6#PMID27998201-Compound-9#PMID27998201-Compound-17#GALLINAMIDE A#KGP94,,",ENSG00000105205"
ENSG00000135077,#COBOLIMAB#SABATOLIMAB#LY3321367#ANTI-TIM-3 MONOCLONAL ANTIBODY#MBG453#RO-7121661#PD1 INHIBITOR,,",ENSG00000151413,ENSG00000128833"
ENSG00000135100,#opioids#rosuvastatin#Norleucine,,",ENSG00000092096"
ENSG00000135114,#ribavirin#peginterferon alfa-2b,,",ENSG00000072682,ENSG00000152952,ENSG00000143919,ENSG00000130309,ENSG00000106397,ENSG00000198756,ENSG00000168818"
ENSG00000135124,#P2X4 inhibitora,,",ENSG00000063046,ENSG00000100401"
ENSG00000135218,#ABT-510,,",ENSG00000196139"
ENSG00000135318,#PMID28870136-Compound-37#PMID28870136-Compound-38#PMID28870136-Compound-44#PMID28870136-Compound-46#PMID28870136-Compound-48#PMID28870136-Compound-69#PMID29166791-Compound-AMPCP#C5A#CETUXIMAB#CLOZAPINE#OLECLUMAB#CPI-006#LOVASTATIN#PMID28870136-Compound-36#PMID28870136-Compound-40#PMID28870136-Compound-45#PMID28870136-Compound-51#PMID28870136-Compound-55#PMID28870136-Compound-57#PMID28870136-Compound-61#PMID28870136-Compound-62#PMID28870136-Compound-68#TINIDAZOLE#IMMUNOMODULATORS#CAPSAICIN#HALOPERIDOL#IFN#PMID28870136-Compound-41#PMID28870136-Compound-43#PMID28870136-Compound-52#PMID28870136-Compound-53#PMID28870136-Compound-54#PMID28870136-Compound-63#PMID28870136-Compound-64#PMID28870136-Compound-67#SULFASALAZINE#INOSITOL#RESERPINE#ANTICONVULSANT#Oleclumab#ERYTHROPOIETIN#PMID28870136-Compound-39#PMID28870136-Compound-42#PMID28870136-Compound-47#PMID28870136-Compound-49#PMID28870136-Compound-50#PMID28870136-Compound-56#PMID28870136-Compound-58#PMID28870136-Compound-59#PMID28870136-Compound-60#PMID28870136-Compound-65#VESNARINONE#DOXORUBICIN#DIAZOXIDE,,",ENSG00000242110"
ENSG00000135333,#HESPERADIN#warfarin#VANDETANIB,,",ENSG00000164877"
ENSG00000135404,#NONSTEROIDAL ANTI-INFLAMMATORY DRUGS#NSAIDS,,",ENSG00000089041,ENSG00000160999,ENSG00000137707"
ENSG00000135446,"#P-276#INOC-005#PMID25726713-Compound-50#PMID25726713-Compound-51#Isoquinoline 1,3-dione derivative 1#Oxazolyl methylthiothiazole derivative 1#17-AAG#TRILACICLIB#ABEMACICLIB#RO-0506220#TGF#ALVOCIDIB#BAY1000394#PALBOCICLIB#TRILACICLIB DIHYDROCHLORIDE#CID 5330286#PHA-767491#PD0332991#LEE011#ALPELISIB#PD 0332991#DEXAMETHASONE#G1T38#Ribociclib Succinate#RG-547#PMID25726713-Compound-47#PMID25726713-Compound-48#PMID25726713-Compound-49#PMID25991433-Compound-A1#Palbociclib/ribociclib analog 1#LY2835219#ALVOCIDIB#NICOTINE#somatropin recombinant#Abemaciclib#LY2835219#LY2835219#PALBOCICLIB#PHA-793887#RIVICICLIB#MILCICLIB#Ro 31-7453#BAY 10-00394#Apremilast#PALBOCICLIB#Palbociclib#RGB-286638#G1T28-1#AG-24322#CANCER DRUG#Imidazo pyridine derivative 3#Pyrrolo[2,3-d]pyrimidine derivative 10#Pyrrolo[2,3-d]pyrimidine derivative 9#AT-7519#VORUCICLIB#CS1229#RIBOCICLIB#RO-0505124#PALBOCICLIB#Palbociclib#LEE011#AG-024322#P276-00#PHA-793887#RONICICLIB#RGB-286638#PROGESTIN#RIBOCICLIB SUCCINATE#Indole-based analog 13#PMID26161698-Compound-17#PD-332991#ALVOCIDIB#ALVOCIDIB#VITAMIN C#CAMPTOTHECIN#Trilaciclib#P1446A-05#LEE011#AZD-5438#UCN-01#LEE011#PD-0332991#LEE011#RIBOCICLIB#BAY1000394#DEXAMETHASONE",,",ENSG00000198833,ENSG00000105650,ENSG00000183579,ENSG00000197043,ENSG00000198963"
ENSG00000135447,#INSULIN,,",ENSG00000172380,ENSG00000033011"
ENSG00000135486,#CAMPTOTHECIN,,",ENSG00000173269,ENSG00000104529,ENSG00000169554"
ENSG00000135604,#emapalumab#Emapalumab-lzsg,,",ENSG00000182578,ENSG00000116641"
ENSG00000135605,"#DASATINIB#Pyrazolo[4,3-c]pyridine derivative 2#INOSITOL#PF-06651600",,",ENSG00000091704,ENSG00000006652,ENSG00000123095,ENSG00000163751,ENSG00000142789"
ENSG00000135679,#NIVOLUMAB#JNJ-26854165#AMG 232#DIPLAMINE B#HELENALIN#APG115#PD-98059#IPILIMUMAB#NUTLIN-3#Milademetan Tosylate#TCDD#LISSOCLINIDINE B#THIRAM#DS-3032#RG7388#RO5045337#PEMBROLIZUMAB#Cisplatin#ALRN-6924#ANTIANGIOGENIC#RG7775#IDASANUTLIN#DNDI1417132#HDM201#GAMBOGIC ACID#nutlin-3#NAVTEMADLIN#SIREMADLIN#MANGOSTIN#HDM2 INHIBITOR MK-8242#APG-115,,",ENSG00000197043,ENSG00000183579"
ENSG00000135744,"#CYCLOSPORIN A#ENALAPRIL#chlorthalidone#imidapril#MESTRANOL#KINASE INHIBITOR#Antiinflammatory agents, non-steroids#QUINAPRIL#CILAZAPRIL#aspirin#CYT006-ANGQB#ADENOVIRUS VECTOR#CORTISOL#ADRIAMYCIN#benazepril#ANTI-ANGIOGENIC AGENTS#quinapril#amlodipine#hydrochlorothiazide#lisinopril#GSK-2586881",,",ENSG00000140157,ENSG00000164816"
ENSG00000135821,#PF-06648671#PF-03084014#Semagacestat#MK-0752#-CHF 5074.00#NGP 555#AMG 386#Begacestat#E2012#RO-4929097#BMS-708163#R-flurbiprofen#SPI-014#E-2212#GSI-136,,",ENSG00000182890"
ENSG00000135828,#C-5966451#C-5950331,,",ENSG00000269404,ENSG00000128652"
ENSG00000135862,#OCRIPLASMIN,,",ENSG00000134352,ENSG00000135108"
ENSG00000135914,#METHYLERGONOVINE MALEATE#Pyrazole-3-carboxamide derivative 1#Quinoline derivative 2#METHYLENEDIOXYMETHAMPHETAMINE#TRIFLUPROMAZINE#MINAPRINE#TRIFLUPROMAZINE#PRX-08066#AMISULPRIDE#SUMATRIPTAN#Vabicaserin#QUETIAPINE#Pyrimidine derivative 23#Pyrimidine derivative 25#Pyrimidine derivative 26#Pyrimidine derivative 27#ATC-0175#CLOTHIAPINE#VABICASERIN HYDROCHLORIDE#BF-1#DOXEPIN#PRX-08066#AGOMELATINE#ASENAPINE#CHLORPROTHIXENE#ZIMELDINE HYDROCHLORIDE#AMAP102#Metergolin#Pyrimidine derivative 28#Pyrimidine derivative 29#METHOTRIMEPRAZINE#Minaprine#MINAPRINE#MINAPRINE#RENZAPRIDE#CHLORPROTHIXENE#DEXFENFLURAMINE HYDROCHLORIDE#METHYSERGIDE MALEATE#QUETIAPINE#MINAPRINE HYDROCHLORIDE#Pyrimidine derivative 24#PRX-08066#Triflupromazine#METHOTRIMEPRAZINE#TERGURIDE,,",ENSG00000131966"
ENSG00000135929,#PHYTOSTEROLS#CHOLESTYRAMINE#HORMONES#URSODEOXYCHOLIC ACID#cholic acid#RETINOID,,",ENSG00000214415,ENSG00000277481,ENSG00000137841,ENSG00000107593"
ENSG00000135930,#paclitaxel#carboplatin,,",ENSG00000163348,ENSG00000128408"
ENSG00000136160,#SPI-1620#ET-1#BOSENTAN#BOSENTAN#PACLITAXEL#PD-145065#BQ788#SITAXENTAN SODIUM#MACITENTAN#AMBRISENTAN#SPI-1620#DARUSENTAN#BOSENTAN#Bosentan#RG-7636#APROCITENTAN#AMBRISENTAN#SITAXENTAN#TEZOSENTAN#AMBRISENTAN#Macitentan#MACITENTAN#ENRASENTAN,,",ENSG00000131966"
ENSG00000136238,#purine analogues#VEMURAFENIB#DABRAFENIB#azathioprine#ZU-0073945#PLX4720#TCMDC-124310#NSC-23766#ZU-4194738#ZU-3594419,,",ENSG00000105270"
ENSG00000136244,#OLOKIZUMAB#ARSENIC TRIOXIDE#BIAFINE#VITAMIN K#YSIL6#FENTANYL#adalimumab#PF-04236921#ribavirin#SILTUXIMAB#rituximab#LEVOFLOXACIN#ENZYME INHIBITOR#Sirukumab#LINEZOLID#fenofibrate#etanercept#Gerilimzumab#OP-R003#PF-04236921#SELECTIVE ESTROGEN RECEPTOR MODULATORS#SERM#Ibudilast#MEDI-5117#CGP41251#CHINESE HERBS#RETINYL PALMITATE#Siltuximab#SIRUKUMAB#GALLIUM NITRATE#Tumor necrosis factor alpha (TNF-alpha) inhibitors#duloxetine#ALD-518#CLAZAKIZUMAB#ZILTIVEKIMAB#NELFINAVIR#Clazakizumab#RECOMBINANT HUMAN IL-4#SAQUINAVIR#SIGNAL TRANSDUCTION INHIBITORS#IMIPENEM CILASTATIN SODIUM#METRONIDAZOLE#INSULIN#IFOSFAMIDE#Olokizumab#C326#CDP-6038#CISPLATIN#CDP6038#ECHINACEA#HMG-COA REDUCTASE INHIBITOR#GEMFIBROZIL#DIHYDROSPHINGOSINE#ELSILIMOMAB#ALD518#ALD518#MRA 003 US#SELENIUM#infliximab#MEDI5117#peginterferon alfa-2b#INTERFERON ALPHA-2B#peginterferon alfa-2a,,",ENSG00000257921,ENSG00000175324,ENSG00000226761,ENSG00000150779,ENSG00000108602,ENSG00000101336,ENSG00000137707,ENSG00000167419,ENSG00000113594,ENSG00000144285,ENSG00000068078,ENSG00000108590,ENSG00000275700"
ENSG00000136273,#mycophenolate mofetil#CAMPTOTHECIN,,",ENSG00000108771"
ENSG00000136488,#MARIJUANA,,",ENSG00000173141,ENSG00000113594"
ENSG00000136518,#CISPLATIN#PANOBINOSTAT,,",ENSG00000089053"
ENSG00000136521,#METFORMIN HYDROCHLORIDE#NV-128#ME-344,,",ENSG00000124571,ENSG00000122376,ENSG00000167080,ENSG00000150961"
ENSG00000136522,#vincristine,,",ENSG00000184697,ENSG00000272398,ENSG00000129083,ENSG00000169855,ENSG00000134326"
ENSG00000136560,#adalimumab,,",ENSG00000167419"
ENSG00000136573,"#DOVITINIB#GEFITINIB#SP-600125#HESPERADIN#RG-1530#CYC-116#TAMATINIB#ALSTERPAULLONE#AZD-1152-HQPA#LINIFANIB#GW441756X#ENTRECTINIB#CENISERTIB#PF-562271#ILORASERTIB#LAUROGUADINE#TAE-684#ILORASERTIB#TOZASERTIB#SORAFENIB#CEDIRANIB#Pyrazolo[4,3-c]pyridine derivative 2#XL-228#GO-6976#DASATINIB#ALISERTIB#ENMD-981693#OSI-632#ANTISENSE OLIGONUCLEOTIDES#ENMD-2076#GNF-PF-2301#MLN-8054#TG100-801#KD-025#IBRUTINIB#ERLOTINIB",,",ENSG00000150672"
ENSG00000136628,#HALOFUGINONE#HT-100,,",ENSG00000129083,ENSG00000122783"
ENSG00000136634,"#LISOFYLLINE#F-8-IL-10 fusion protein#MESALAMINE#SCH-708980#RAPAMYCIN#SHO-SAIKO-TO#RABEPRAZOLE#MACROLIDE ANTIBIOTIC#CLARITHROMYCIN#Antiinflammatory agents, non-steroids#mycophenolate mofetil#AZT#ROFECOXIB#efavirenz#etanercept#cyclosporine#sirolimus#Ilodecakin#AM0010#AMOXICILLIN#IP-10#ACYCLOVIR#FLUTICASONE PROPIONATE#ATRA#PROTON PUMP INHIBITOR#ANESTHETICS",,",ENSG00000257921,ENSG00000108590,ENSG00000172260,ENSG00000127507,ENSG00000108602,ENSG00000101336,ENSG00000184451,ENSG00000150779,ENSG00000167419,ENSG00000183625,ENSG00000169248,ENSG00000129048,ENSG00000180871,ENSG00000102970,ENSG00000020426,ENSG00000112486,ENSG00000160791,ENSG00000137707,ENSG00000163823,ENSG00000275700,ENSG00000179934,ENSG00000113594"
ENSG00000136750,#Diamyd,,",ENSG00000232258,ENSG00000105929,ENSG00000179348,ENSG00000147416,ENSG00000131100,ENSG00000250565,ENSG00000116039,ENSG00000159720,ENSG00000047249,ENSG00000147614,ENSG00000185883,ENSG00000128524,ENSG00000100554,ENSG00000033627,ENSG00000117410,ENSG00000162852"
ENSG00000136754,#ponatinib#dasatinib#imatinib#nilotinib,,",ENSG00000213218"
ENSG00000136807,"#PF-562271#PHA-767491#TCMDC-125758#ALSTERPAULLONE#5-fluoro-N-(pyridin-2-yl)pyridin-2-amine derivative 1#Alkyl sulfone derivative 1#Bipyridine derivative 1#Diaryl amine derivative 1#N-(pyridin-2-yl)pyridine methylsulfone derivative 1#N-(pyridin-2-yl)pyrimidin-4-amine derivative 2#Nitrogen mustard derivative 1#Oxazolyl methylthiothiazole derivative 1#PMID26161698-Compound-25#Pyrazinylpyridine derivative 1#Roscovitine derivative 1#DINACICLIB#DINACICLIB#(RS)-ROSCOVITINE#DNDI1417467#BAY1000394#JNJ-7706621#ALVOCIDIB#SELICICLIB#PMID26161698-Compound-32#Pyrazolo[1,5-a]-1,3,5-triazine derivative 1#PHA-793887#DINACICLIB#RGB-286638#BMS-387032#RIVICICLIB#ALVOCIDIB#methotrexate#BAY 10-00394#AT-7519#AZD4573#4-(thiazol-5-yl)-pyrimidine derivative 1#Aminoarylpyridine derivative 1#Flavopiridol analog 1#N-phenyl-pyrimidin-4-amine derivative 1#Phenylpyridine derivative 1#Tricyclic benzimidazole derivative 1#CAN508#SNS-032#SCH727965#PALBOCICLIB#DINACICLIB#SNS-032#RGB-286638#ACACETIN#ZOTIRACICLIB#RONICICLIB#SELICICLIB#P276-00#DIPHENYLUREA#BMS-387032#1,5-di-substituted pyridine derivative 1#4-(thiazol-5-yl)-pyrimidine derivative 2#Aryl pyrimidine derivative 1#Benzothiazine derivative 1#Indole-based analog 13#N-(pyridin-2-yl)pyrimidin-4-amine derivative 1#Phenylpyridine derivative 2#CYC065#SNS-032#ALVOCIDIB#ALVOCIDIB#AZD-5438#SELICICLIB#ALVOCIDIB",,",ENSG00000005022,ENSG00000198963,ENSG00000224877"
ENSG00000136810,#GAMBOGENIC ACID#PX-12#PX-12#PX-12#BIOTINYLATED GAMBOGIC ACID#GAMBOGIC ACID,,",ENSG00000055917,ENSG00000226761,ENSG00000164430,ENSG00000104812"
ENSG00000136826,#hydroxyurea#APTO-253,,",ENSG00000129295"
ENSG00000136869,#MPL-containing Pollinex allergy desensitization vaccine#OM-174#acetaminophen#TAK-242#Cadi-05#GSK1795091#RESATORVID#methotrexate#NI-0101#Resatorvid#G100#SAQUINAVIR#NELFINAVIR#Tumor necrosis factor alpha (TNF-alpha) inhibitors#CRX-675#RITONAVIR#HEAT SHOCK PROTEIN 70#folic acid#pravastatin#ETHANOL#INFLIXIMAB#ERITORAN#ERITORAN#ADJUVANT#Pertussis vaccines#ERITORAN TETRASODIUM,,",ENSG00000148730,ENSG00000136950,ENSG00000124383,ENSG00000226761,ENSG00000170037,ENSG00000275700,ENSG00000167419,ENSG00000108590"
ENSG00000136891,#duloxetine,,",ENSG00000090104"
ENSG00000136930,#OPROZOMIB#BORTEZOMIB#BORTEZOMIB#CARFILZOMIB#IXAZOMIB#CARFILZOMIB#CARFILZOMIB#MARIZOMIB#BORTEZOMIB#IXAZOMIB CITRATE,,",ENSG00000126777,ENSG00000164597,ENSG00000138435,ENSG00000102158,ENSG00000116288,ENSG00000186642,ENSG00000121351"
ENSG00000136931,#DEXAMETHASONE#PD-98059#TNF-ALPHA#HEPARIN#BASIC FIBROBLAST GROWTH FACTOR#HORMONES#DFMO#TRIIODOTHYRONINE#TDR79154#BRAIN-DERIVED NEUROTROPHIC FACTOR#5-AZA-2&APOS;-DEOXYCYTIDINE#ACTH#CORTISOL#INSULIN#OXYTOCIN#TRANSFORMING GROWTH FACTOR,,",ENSG00000155008"
ENSG00000136936,#Platinum compounds#IMMUNOSUPPRESSIVE,,",ENSG00000081853,ENSG00000111087"
ENSG00000136937,#OBEFAZIMOD,,",ENSG00000170293,ENSG00000184916,ENSG00000171169,ENSG00000137077,ENSG00000133121,ENSG00000163348,ENSG00000170340"
ENSG00000136942,#CYCLOHEXIMIDE#ATALUREN#DORLIMOMAB ARITOX#ELX-02#MT-3724,,",ENSG00000182768,ENSG00000149557,ENSG00000129083,ENSG00000169855,ENSG00000188089,ENSG00000114933,ENSG00000198728,ENSG00000184697,ENSG00000105205,ENSG00000147065,ENSG00000188393"
ENSG00000136997,#DAB#IL-1#LIGNAN#LOBAPLATIN#JQ-1#PIXY#AMG900#PD-98059#PMSG#THYROTROPIN#BESTATIN#ANTIBIOTIC#4-HYDROXY-TAMOXIFEN#THROMBIN#POH#ORNITHINE DECARBOXYLASE INHIBITOR#MNU#LITHIUM#ADOZELESIN#LIF#6-TG#INDOMETHACIN#MELATONIN#COBALT 60#HISTONE DEACETYLASE INHIBITOR#IL-9#QUINAPRIL#TPN#SULINDAC#IFN#ESTRONE#IL-5#AMIFOSTINE#ELSAMICIN A#PROTOPORPHYRIN#warfarin#ALISERTIB#BRYOSTATIN-1#AMINOPTERIN#AN-9#CALCITRIOL#OLAPARIB#LEUKOCYTE INTERFERON#IMATINIB#Temozolomide#FOLIC ACID#BROMOCRIPTINE#GANETESPIB#DES#HYPOXANTHINE#PRED#RHGH#MACROPHAGE COLONY STIMULATING FACTOR#MGBG#SAHA#AVI-5126#METHYLPREDNISOLONE#DINACICLIB#GLN#BIZELESIN#TRAIL#NOVOBIOCIN#TROGLITAZONE#PROTEASOME INHIBITOR#PREXASERTIB#PMA#5-AZACYTIDINE#ACIVICIN#AVI-4126#IBRUTINIB#CISPLATIN#VERAPAMIL#BAY1000394,,",ENSG00000175324,ENSG00000102100,ENSG00000183579,ENSG00000129295,ENSG00000145604,ENSG00000226761,ENSG00000072080,ENSG00000141646"
ENSG00000137077,#CXC CHEMOKINES#CHEMOKINES#CALDARET HYDRATE#ADENOVIRAL VECTOR#HEPARIN#MIP-1BETA#IMMUNOMODULATORS#ANTIANGIOGENIC#LT-BETA,,",ENSG00000240682,ENSG00000108349,ENSG00000265241,ENSG00000106245,ENSG00000109606,ENSG00000152404,ENSG00000100028,ENSG00000171566,ENSG00000167978,ENSG00000086589,ENSG00000125743,ENSG00000134748,ENSG00000139343,ENSG00000162385,ENSG00000076924,ENSG00000096401,ENSG00000105248,ENSG00000067596,ENSG00000150316,ENSG00000116752,ENSG00000117614,ENSG00000164609,ENSG00000182004,ENSG00000174231,ENSG00000163510,ENSG00000136937,ENSG00000108883,ENSG00000111196,ENSG00000100345,ENSG00000175224,ENSG00000125835,ENSG00000133226,ENSG00000141543,ENSG00000073536,ENSG00000198783,ENSG00000120314,ENSG00000115524,ENSG00000084072,ENSG00000137168,ENSG00000110107,ENSG00000131876,ENSG00000101343,ENSG00000167088,ENSG00000125870,ENSG00000143977,ENSG00000168438,ENSG00000144028,ENSG00000060688,ENSG00000100603,ENSG00000128563,ENSG00000189091,ENSG00000261796"
ENSG00000137154,#MT-3724#DORLIMOMAB ARITOX#CYCLOHEXIMIDE#ELX-02#ATALUREN#PX-866,,",ENSG00000149557,ENSG00000129083,ENSG00000182768,ENSG00000131748,ENSG00000105205,ENSG00000198807,ENSG00000242372,ENSG00000186862,ENSG00000188393,ENSG00000198728,ENSG00000204449,ENSG00000114933,ENSG00000134262,ENSG00000188089,ENSG00000214706,ENSG00000140945,ENSG00000111196"
ENSG00000137193,#BAS-8770931#ALSTERPAULLONE#KENPAULLONE#GW441756X#LAUROGUADINE#GEFITINIB#SP-600125#SOTRASTAURIN#LY-2090314#681640#SGI-1776#GSK-269962A#TCMDC-125758#RAPAMYCIN#SB-220025#SEL-24#GO-6976#BAS-8770949#BAS-8770938#RUCAPARIB#AZAKENPAULLONE#BAS-8770951#SGI-1776#AZD-1208#NORHARMANE#VER-49009#CCT018159#INCB53914#MITOXANTRONE#BAS 8770945#CXR-1002#Benzothiazine derivative 1#GNF-PF-2301#PIM447#IBRUTINIB#BAS-8770954#BAS-8770957#LGH-447,,",ENSG00000117153"
